id,Kichwa,Spanish,Etiqueta
3586,tsinzu,raqu�tico,neutro
3587,tsitsi,arruga de la piel de los ojos,malo
3588,tsitsikina,estrujar,malo
3589,tsiwi,choclo maduro,neutro
3590,tsuklupuna,enfriar l�quidos,neutro
3591,tsumkana,chupar,neutro
3592,tsunzu,pobre,malo
3593,tsutsuk,pu�ado,neutro
3594,tsutsukina,estrujar,neutro
3595,tsuwan,ave denominado guajalito,neutro
3596,uchpa,ceniza,neutro
3597,uchukutak,p�jaro solitario,neutro
3598,uchutikan,ser m�tico,neutro
3599,uchuna,comer colada,bueno
3600,uhu,tos,malo
3601,uhuna,toser,malo
3602,ukumpi,culebra subterr�nea,neutro
3603,ukunchina,debajero,neutro
3604,ukuy,hormiga comestible,neutro
3605,ullawanka,gallinazo,neutro
3606,ullkana,hilar a mano,neutro
3607,umana,enga�ar,malo
3608,umu,sacerdote,neutro
3609,unanchaywasi,colegio secundario,neutro
3610,unay,hace mucho tiempo,neutro
3611,unayana,demorarse,malo
3612,unaylla,hace un momento,neutro 
3613,unaynik,hace un momento,neutro
3614,unku,camisa,neutro
3615,unkurawa,variedad de palmera,bueno
3616,unkushka,enfermo,malo
3617,unkuy,enfermedad,malo
3618,unkuna,enfermarse,malo
3619,upalla,silencio,neutro
3620,upallana,callarse,neutro
3621,upayana,embobarse,malo
3622,upina,tener relaciones sexuales,bueno
3623,uputinti,alacr�n,neutro
3624,upyanayana,tener sed,neutro
3625,upyana,beber,neutro
3626,urayana,descender,neutro
3627,uraykuna,bajar,neutro
3628,uritu,lora,neutro
3629,urku,cerro,neutro
3630,urmarina,decaerse,malo
3631,usana,despiojar,bueno
3632,ushay,ser capaz de,neutro
3633,ushku,gallinazo,neutro
3634,ushpitu,variedad de veno,neutro
3635,ushukullin,variedad de culebra,neutro
3636,ushun,planta silvestre,neutro
3637,ushushi,hija,neutro
3638,usturiw,sin,neutro
3639,usuchina,derrochar,malo
3640,usun,ciruela,bueno
3641,usuna,abundar,bueno
3642,usu usu,desprecio,malo
3643,utipana,poder,bueno
3644,utkana,acelerar,malo
3645,uturunku,tigre,neutro
3646,uya,cara,neutro
3647,waktarina,golpearse,malo
3648,walampariw,tipo de arcoiris,neutro
3649,walun,charco.neutro
3650,walun,sin,neutro
3651,wanchaka,raposa,neutro
3652,wankana,levantar haciendo palanca,neutro
3653,wankurina,aglomerarse,malo
3654,wanllana,guardar comida para llevar,bueno
3655,wantuk shimi
3656,wañuchina,matar,malo
3657,wañurina,enojarse,malo
3658,wañushka,mortecina,neutro
3659,wapsi,vapor,neutro
3660,warakwarak,de mal humor,malo
3661,was,hojas y yerbas resecas covertible en polvo,neutro
3662,wasipunku,retazo de tierra entregada a los trabajadores por prestar servicios en las haciendas,bueno 
3663,wawa muyu,feto,neutro
3664,wawa tiyana,�tero,neutro
3665,waylla aycha,col,neutro
3666,wayra apamushka,sin,neutro
3667,wayunkana,estar,neutro
3668,wichi,cazuela,neutro
3669,wiksayuk,embarazada,bueno
3670,wira,manteca,malo
3671,wirakchuru,variedad de ave cantora,bueno
3672,wisiyana,expandirse substancias grasosas,malo
3673,wiwana,domesticar,bueno
3674,yachak,sabio,bueno
3675,yachakuk,alumno,neutro
3676,yachanawasi,escuela,bueno
3677,yacharina,acostumbrarse,neutro
3678,yachay wasi,escuela,bueno
3679,yachik,sabor,bueno
3680,yachina,saber a,neutro
3681,yakami,ave trompetero,neutro
3682,yaku aycha,pez,bueno
3683,ishpana,orinar,bueno
3684,yaku ukucha,variedad de nutria,neutro
3685,yalli,demasiado,neutro
3686,yallika,bejuco para tejer canastos,bueno
3687,yallina,pasar,bueno
3688,yana,negro,neutro
3689,yana,ayudante,bueno
3690,yanka,gratuitamente,bueno
3691,yankamanta,sin motivo,neutro
3692,yankata,en vano,malo
3693,yantana,hacer le�a,bueno
3694,yapa,demasiado,neutro
3695,yapachina,ganar dinero,bueno
3696,yapay,suma,neutro
3697,yapana,aumentar,bueno
3698,yapuna,arar,neutro
3699,yarina,tipo de palmera,neutro
3700,yarkana,tener hambre,malo
3701,yata,paredes de una casa abandonada,malo
3702,zas,momento menos pensado,neutro
3703,zirka,�rbol de cuya madera se fabrican cucharas,bueno
3704,zharpi,ma�z de tusa finacon grano abundante,bueno
3705,zharuespecie de arroz hecho de ma�z,bueno
3706,zhilik,ma�z blanco,bueno
3707,zhima,ma�z perla,neutro
3708,zhiripi,tipo de �rbol,bueno
3709,zhiru,color gris,neutro
3710,zhuta,ave,p�jaro,bueno
3676,yachanawasi,escuela,bueno
3677,yacharina,acostumbrarse,neutro
3678,yachay wasi,escuela,bueno
3679,yachik,sabor,bueno
3680,yachina,saber a,neutro
3681,yakami,ave trompetero,neutro
3682,yaku aycha,pez,bueno
3683,ishpana,orinar,bueno
3684,yaku ukucha,variedad de nutria,neutro
3685,yalli,demasiado,neutro
3686,yallika,bejuco para tejer canastos,bueno
3687,yallina,pasar,bueno
3688,yana,negro,neutro
3689,yana,ayudante,bueno
3690,yanka,gratuitamente,bueno
3691,yankamanta,sin motivo,neutro
3692,yankata,en vano,malo
3693,yantana,hacer le�a,bueno
3694,yapa,demasiado,neutro
3695,yapachina,ganar dinero,bueno
3696,yapay,suma,neutro
3697,yapana,aumentar,bueno
3698,yapuna,arar,neutro
3699,yarina,tipo de palmera,neutro
3700,yarkana,tener hambre,malo
3701,yata,paredes de una casa abandonada,malo
3702,zas,momento menos pensado,neutro
3703,zirka,�rbol de cuya madera se fabrican cucharas,bueno
3704,zharpi,ma�z de tusa finacon grano abundante,bueno
3705,zharuespecie de arroz hecho de ma�z,bueno
3706,zhilik,ma�z blanco,bueno
3707,zhima,ma�z perla,neutro
3708,zhiripi,tipo de �rbol,bueno
3709,zhiru,color gris,neutro
3710,zhuta,ave,p�jaro,bueno
3711,kanta,alegria,bueno
